Id,Reputation,TagScore,DisplayName,UpVotes,DownVotes,Views,AccountId
11118601,23,1,Joseph Green,0,0,6,15412132
7423614,385,0,wriuhasdfhvhasdv,53,5,56,4453978
7502753,31,3,Luboss,0,0,3,10158471
11099448,188,1,Cryptic Arrow,3,0,5,15385205
3551773,7157,-6,Bravo,199,10,661,4351632
925671,1207,4,Bill,70,6,133,876044
9105509,13,0,Hublaw,0,0,4,12509925
438829,934,1,Sonia,130,2,137,195752
456502,4647,10,necromancer,17,0,73,206921
2824120,278,1,Leo,3,0,10,3362660
10739215,11,1,Shahab Stern,0,0,7,14871929
10824103,21,0,Serei,0,0,3,14994051
1554424,219,3,Sleepwalker,12,0,79,1692307
3642703,243,5,Jade,11,2,50,4478145
12918588,21,2,Adam Comelio,0,0,1,17789141
9310154,1345,4,otto,447,27,255,9629965
7569654,271,0,Rachit Kinger,50,0,28,10257105
7264741,21,1,Simon D.,0,0,2,9804452
1562195,121,1,Twistieman,10,0,59,1702488
7098737,13,0,wmrch,0,0,5,9556419
1345086,81,3,2ndg33r,5,0,9,1420329
9342366,83,0,setu shwetank,7,0,9,12919302
9353795,325,6,Anja,29,0,83,12931386
1506361,35,-7,user1506361,0,0,5,1632015
15196843,1,0,chg.greg,0,0,0,20696814
1079996,1117,3,Andrew Lynch,4,0,107,1083769
9149247,1,-4,ram786kumar,0,0,15,12404029
523047,13,-1,Vendril,0,0,17,247962
85952,26341,4,Sreedhar,62,1,1072,31332
2670995,2452,7,Luis U.,677,6,39,3159395
448371,23,2,Underflow,0,0,8,201737
2963483,11,0,fmolino,0,0,13,3548039
40220,2912,5,macropas,100,12,495,17796
10211534,43,-1,Akhil,1,0,13,13281836
8432270,83,8,jetta,1,0,4,11506078
8492839,31,3,Winnie.Xiong,0,0,1,11593328
15894230,1,-1,docXt,0,0,0,21559492
14020150,1,0,starmin114,0,0,0,19190276
13894674,1,0,Wuzhu Yang,0,0,1,19032978
10316215,117,0,Mohan Raj,3,0,21,14281667
4495045,583,0,Divyanshu sachdeva,4,0,54,5685282
8526270,63,4,Raute,4,0,31,11134201
163740,35784,6,ogrisel,712,16,3715,54702
8893590,13,0,CChad,0,0,5,12182574
8933171,9,0,Sanjeev Ranjan,0,0,7,12239764
2759719,3419,12,mrQWERTY,234,2,334,3278466
10256274,309,7,Nelly Yuki,57,0,67,14197372
12142950,21,2,Jade,0,0,1,16796607
4560944,141,2,Jelther Gonçalves,7,0,21,4590694
11873517,21,2,Tino Mundt,0,0,7,16435915
4289829,470,0,Jacob Morris,514,4,70,5385947
2418020,29,0,Shiqing  Yan,1,0,5,2811964
8238301,105,2,BugDeveloper,37,0,19,11229871
13901011,11,1,gabo,0,0,4,19040862
10387556,43,0,Yunfeng Zhao,2,0,4,14380096
4410973,439,1,srk,3,0,82,5297170
8423254,165,4,Keshawn Hsieh,3,0,27,11492991
1990297,850,0,chrixm,45,2,53,2259955
5996421,375,5,Xenthor,7,0,16,7943102
6090042,67,0,sietzevliegen,4,0,6,8080701
2520968,338,0,user2520968,26,0,30,2968275
1917693,1231,8,Fred S,62,1,69,2164266
9947884,99,2,deepNdope,22,0,19,13783260
2501169,189,0,user2501169,0,0,12,2918417
11515963,1,0,CrazyMaverick,0,0,0,15958223
15524772,1,0,basic.py,0,0,2,21118097
11641417,29,2,Mohy Mohamed,5,0,21,16126839
3969279,105,0,Naeem Ahmed,3,0,18,4928810
1879868,1,0,user17520,0,0,6,2115397
1932559,93,-2,Ritashugisha,8,0,10,2183642
1078232,2521,3,Pittfall,109,26,199,1081307
12654866,43,-1,patriciajlim,6,0,40,17456039
14445203,13,1,TigerWolfe,0,0,1,19729361
10698702,61,3,J. Doe,63,0,30,14814071
8549611,115,0,SWDeveloper,8,0,17,11676107
10540248,1,0,STGNATS,0,0,2,14593891
5075341,1,0,muzammil butt,0,0,0,6565600
3163809,39,3,spearous,4,0,5,3307157
10683926,37,-2,Shara,12,0,16,14793795
10757012,11,1,Jake Larson,0,0,3,14897004
6151781,79,0,pelican,0,0,12,8171497
16017150,41,0,Alfiheimr,3,0,13,21704459
10128864,429,0,R. Barrett,37,0,73,14023100
12158691,1,0,benclayt18,0,0,1,16817157
8494473,317,0,Eric,10,0,67,11048005
2355256,35,2,Wipa,0,0,9,997821
6283294,105,-2,sudhir kumar,12,0,27,8366941
3707823,395,2,Romaldowoho,20,2,40,4142283
5827244,43,0,Teit,0,0,7,7690913
3849791,2785,18,Ravaal,138,4,294,4762822
5277165,11,-4,osztenkurden,0,0,8,6864077
11123236,29,-1,koushik potnuru,0,0,25,15418600
7391528,1,-1,jac,0,0,2,6567187
3501547,29,-1,Eric Magutu,0,0,5,4282682
9260925,11,1,KazuhiraDZ,0,0,2,12799016
916142,2628,3,Jeffrey Benjamin Brown,283,1,259,551330
5159639,67,-1,cklai,7,0,35,6689817
3207377,85,3,user3207377,6,0,16,3872413
1239189,13750,21,Ali Gajani,679,160,3401,1286181
5417151,975,9,Héléna,130,0,158,7077801
5478955,111,0,LittleThunder,9,0,32,5963684
979469,672,6,Drakmail,46,4,165,953804
9115638,1,0,Daniel Newsome,0,0,3,12525734
1222498,687,13,patdugan,29,0,68,1265026
3334049,5390,0,lucasnadalutti,706,1,399,4056060
3514981,91,1,dkkashyap,0,0,9,4301325
6944794,63,2,P.Vamsi,6,0,7,9357130
4827814,95,2,c.m,9,0,31,6196742
125415,3741,129,Dan Passaro,293,20,395,42975
14527140,21,2,davvpo,0,0,8,19832991
6679178,85,2,barthuin,1,0,35,8954163
269776,2534,2,w2lame,147,7,320,99989
10565183,11,-1,ItsAMe,0,0,0,14628616
10694432,1,0,user10694432,0,0,0,14808033
12401891,67,-1,Josehope,0,0,5,17137125
344917,39,2,picklepete,27,0,8,139371
14851552,11,-1,Nour Hany,0,0,1,20250182
8701116,151,2,Ansar Ahmed,29,0,22,11889907
532129,652,0,Handfeger,244,17,28,253433
7534227,51,5,Shakka,0,0,48,10205316
14572231,1,0,Mason,0,0,0,19889941
2770865,43,1,Bonetoad,1,0,29,3293005
793243,578,2,Bogey Jammer,172,9,171,417317
801098,3809,1,OnlineCop,784,0,283,422368
5179387,163,5,Graham Booth,13,0,3,6718309
12894340,1,0,Dan Nguyen,0,0,0,17757612
3329870,437,4,havok2063,2,0,44,4049881
7313108,109,1,alilolo,10,0,14,9874983
7434763,1,0,Halim Mezine,0,0,1,10056825
11407910,1,0,ftr17,0,0,1,15810717
220371,1623,41,Dave,16,0,67,77137
6361531,116244,2,Scott Boston,7086,274,5512,7316008
12096012,120,2,bimarian,33,0,8,16734527
14053711,105,2,Adam Baser,12,0,25,19232041
14124196,1,-1,skgp,0,0,0,19320383
10152086,1,-1,Or Samuel Stein,0,0,0,14054242
8291530,23,2,Olga,4,0,9,11307358
12259127,21,0,Christina Savvides,0,0,11,16949130
11947775,11,0,faefas,0,0,6,16535669
1162647,7269,4,Pierre-Antoine,166,1,252,1189453
5364569,183,14,Saurabh Sood,0,0,14,6997299
13023773,11,0,Nasir,0,0,5,17924879
7421972,463,10,user7421972,61,0,159,10038131
15166923,13,1,clemmy17,0,0,0,20658434
10988118,17,1,Mr. Tenderoni,0,0,1,15228276
5357287,109,1,Tasneem Haider,17,0,58,6986635
1506836,477,3,mjpsr11,6,0,38,1632575
1306173,115,0,Vlad,3,0,21,1370957
1376885,3463,0,Viktor V.,30,0,385,1463176
1450248,990,9,Matthew G,542,4,324,1560212
3042266,70,1,Herculino Trotta,14,0,29,3649820
1065249,1021,99,Hudec,0,0,113,1064305
10993708,13,0,bigsteppa,0,0,5,15236103
5454707,73,-1,mantebose,0,0,14,7134574
145,28151,81,akdom,616,10,1703,117
379235,74369,26,daydreamer,2182,14,3348,159676
2833170,909,0,Noob Coder,60,0,168,3374816
12686969,13,0,Watchmen1,0,0,1,11243192
9218628,365,3,Anurag Rawat,11,0,42,12687285
995862,35366,114,Kurt Peek,6550,7,2962,973980
995267,488,1,Nyubis,58,0,25,973186
1209556,484,4,Markus,113,3,390,1248654
3325052,4203,15,DataSwede,691,7,278,4042774
5353577,11,0,shubham vashisht,0,0,14,6980429
1306105,1071,0,emir,255,8,131,1370865
7338738,23,2,user7338738,0,0,0,9912617
549273,2796,12,hughesdan,287,2,195,263598
606186,33,0,Vincent,0,0,7,705032
109897,5532,1,jmagnusson,378,12,249,38315
108826,1278,1,S2201,71,15,234,37989
10590519,671,0,bitinerant,110,1,103,2135946
490473,415,1,septagram,26,0,44,228279
14534550,311,0,nandesuka,24,0,53,19842180
6430408,297,0,judyzha,5,0,71,8583522
14249543,41,0,Louis,2,0,1,19478686
4281617,15,0,Gini John,0,0,5,5374053
2514936,1769,27,abautista,830,3,383,2936094
13925477,13,1,Frost Griffin,0,0,2,19071386
648896,11244,80,erogol,329,30,1017,326883
649230,2421,10,dpitch40,48,0,93,327078
2561905,2237,0,leonard,29,0,87,3020795
6788265,31,0,Sujai Banerji,4,0,47,9123629
2888380,1,-3,user2888380,0,0,16,3448094
14775143,1,0,Hayden NG,0,0,0,20146835
188473,4541,0,Ben,621,13,421,63716
188512,5720,6,Grant Paul,403,67,1437,63732
381853,531,4,Andreas,45,12,76,161249
6917548,23,2,Vipul Sinha,0,0,8,9317763
749318,567,1,OneCleverMonkey,136,11,27,389712
208706,2049,28,sttwister,34,3,109,72260
4550486,335,5,zonzely,9,0,24,5765351
13574965,9,1,JustAn00b,0,0,6,18625835
7873631,156,0,Xitish,117,3,59,10696868
2106753,16608,15,Sibbs Gambling,3157,466,2588,2411855
7777598,53,1,AWhite,1,0,8,10520044
3954738,5,0,Fresh Khan,0,0,1,4908862
11664753,1,0,Ayoub Murar - The Woodlands SS,0,0,2,16157916
13223884,11,0,Daniel Woodward,0,0,2,18174919
13799326,11,0,Anime,0,0,1,18913839
15255832,1,0,Johnny McCormick,0,0,0,20773817
5593051,374,2,Lyux,97,8,71,7345050
3605455,636,6,Anton Linevych,262,3,68,4427331
3827192,36,0,David BasedMathematician Coven,7,0,19,4731765
1911492,11,0,Senshi,0,0,6,2156359
11508329,1,0,Piotr Szocik,0,0,28,15948388
2763554,1855,1,user2763554,27,2,68,1088264
92287,2791,1,Neil Kodner,101,2,465,33078
4838189,7410,9,DevShark,895,8,324,6212224
2850859,71,3,Gaurav Mittal,56,0,15,1973992
2851664,2535,0,sebix,1983,82,239,3398845
10646962,3,0,Jozef Karabelly,0,0,0,14742705
2883560,23,-3,Lior Raif,0,0,8,3441763
9061536,232,2,S.B.G,9,0,21,12445132
2967518,1,-1,user2967518,0,0,2,3553150
2601107,351,1,michip96,75,0,44,3070251
1550338,31,-1,user1550338,0,0,4,1687343
3935721,101,0,andonuts,0,0,6,2374957
7927704,91,4,Piallen,1,0,7,10775522
15604690,11,1,Lav96,0,0,1,21217320
11726517,13,1,Nikhilesh Sandela,0,0,10,16239899
5732100,47,0,Ashwin D V ,0,0,1,7550475
8022627,43,4,cookie_straws,1,0,2,10914344
6104277,15,0,Jipolie01,0,0,7,8101343
4291933,11,0,vnm,0,0,4,5388771
3903434,111,7,W9DKI,0,0,64,4837196
5903704,1,-1,JogSottot,0,0,1,7805760
5676945,33,0,Amarjeet Sharma,1,0,5,7468195
1908414,21,1,Daitomodachi,0,0,5,2152416
15502682,21,0,Zimu Wang,0,0,2,21090717
2251164,147,9,user2251164,0,0,23,2597946
3421049,1,0,user3421049,0,0,1,4173977
11238321,31,2,david kha,0,0,7,15577590
9481177,107,-2,AST,8,0,51,13124840
257166,35,0,Jānis,9,0,8,94128
352276,1236,0,soramimo,23,0,51,143726
10616383,11,1,birendra,0,0,6,14700120
6818380,101,0,Marty,0,0,8,530150
10797601,51,0,Jason Lucas,10,0,10,11191744
903162,645,2,Belegnar,40,34,134,531931
1268282,154,3,richardcornish,6,0,22,1322855
8613216,1,0,QooP,0,0,4,493877
839846,779,9,Rod0n,118,3,157,446670
4703317,29,0,George Rees,3,0,60,5985666
4979070,81,1,techno,12,0,30,6422882
5138521,23,0,a_former_scientist,0,0,10,6308511
992687,23424,22,The Unfun Cat,2924,626,1951,969977
10745051,23,1,mnl1337,0,0,5,14880136
12676625,43,4,Scott,1,0,0,17482987
14792127,23,2,codergirl48,3,0,4,20168859
2366209,31,2,gaz,0,0,3,2745767
12000548,31,3,Marcelo,0,0,0,16606102
10150192,39,2,JamesM,5,0,2,14051607
4634819,583,1,lawful_neutral,597,5,249,5887210
12166733,15,0,angle_201,11,0,9,16827970
10196048,79,0,fcp,38,0,31,14113878
14082229,99,0,Bryan Somto,21,0,19,19267582
8495879,7,-2,Kirke,0,0,15,7663959
6340483,58,1,itza,4,0,2,8451872
992665,1906,2,Sar009,112,9,271,969954
3223382,151,0,Mohamad Alhaddad,2,0,32,3893823
3233202,709,5,skulz00,616,2,37,3906691
15087753,1,0,singai vendan,0,0,0,20556260
7604871,354,-1,androidnewbie,34,3,57,10308284
7413939,43,1,gve,0,0,6,10025717
15260478,27,0,TabernaA,4,0,2,20779750
1306351,1238,1,john,130,16,83,1371195
965679,6771,8,keithhackbarth,139,6,321,936899
9177652,81,2,AndroidDev,1,0,20,12597157
5362795,4157,2,Nagev,1091,0,155,6994799
7093236,371,2,user42390,6,0,21,9234252
3288051,451,5,user3288051,18,2,56,3988133
8620629,1,0,Soumik Sen,0,0,2,11781087
8843390,427,2,Alakazam,11,5,30,12103705
6879949,334,0,Bhargav,81,0,107,9263918
673423,7656,4,Eugene Sajine,146,2,422,342320
824005,550,21,Max Lap,16,4,14,436688
190908,574,2,Caio Iglesias,271,8,126,64715
4847805,73,1,SlickRick,0,0,4,6231020
804541,1919,1,microchip78,50,2,111,424506
10106703,45,-1,YouKnowMe,1,0,94,13993201
2490439,2503,3,pkm,119,7,300,2904752
16013401,37,0,Zachary,2,0,6,21700111
12006067,11,0,Alon,0,0,1,16613894
10333149,3,0,EC213,0,0,15,14304898
4619491,21,2,Diamond,0,0,20,5865317
4186116,644,0,pele88,41,0,69,5238185
13554834,17,2,Nelip,0,0,5,18599717
2156012,1345,1,fr_muses,17,0,62,2475244
2271317,1,-4,meenauh,0,0,7,2036974
2272172,25050,6,cel,1075,1783,2959,2624951
2485538,316,3,dbourcet,92,2,13,2898229
3671716,1059,14,Broccoli,726,2,59,4517260
3804640,17,-1,user3804640,0,0,15,4701094
2406433,13,0,blickfang,0,0,10,2797482
10101235,527,2,skrrrt,112,184,114,13986191
11926752,17,0,aster333,0,0,2,16506940
15376049,1,-2,Augustine,0,0,0,20929291
4115166,1,0,Alexander Mitrousias,0,0,2,5136597
5886576,1178,2,HariHaraSudhan,169,2,279,7779808
9530812,451,10,Kevin,22,0,6,1463822
5749557,17,0,ThePlumBOB179,0,0,6,7577818
1689155,686,0,sid16rgt,205,4,41,1865465
15426066,1,0,Monica Arocas,0,0,0,20993723
994633,31,2,phucle,0,0,3,972360
2757344,1086,1,Sudheer K,95,3,119,3274989
567879,4778,10,user567879,779,52,598,275164
2569729,138,2,Shillington,70,3,23,3030624
14548975,23,2,europamaddie,0,0,2,19860523
8682164,3,0,Shashank Rao,0,0,4,11864261
488054,9198,4,nbarraille,140,7,617,226808
8523800,113,3,Viviane,2,0,14,11638415
8229268,69,4,Michael Erb,9,0,9,11216995
13914133,3,0,Ferefly,0,0,3,19057277
4289982,55,0,Ricard Le,2,0,22,5386171
13850885,69,0,David Gallagher,5,0,21,18979138
4377050,131,0,Squidward ,1,0,46,3165530
10047445,127,0,Zest,5,0,8,13172086
11942972,1,0,Gowtham Murugan SK,0,0,0,16529187
6434395,1,0,Khyati Malhan,0,0,10,8589341
3751898,163,0,Linus_30,17,0,15,4628846
13428402,35,-4,Chencheng Liu,0,0,4,18434021
4057700,107,-1,David Yu,0,0,12,5053923
6165251,321,0,Lukasz Deptula,5,0,18,8191028
15853296,1,0,Aprison,0,0,0,21510511
9885094,43,3,jdlk07,35,0,30,13699442
8314637,35,0,Raccoon 987,3,0,24,11340321
8281925,3,0,Simran Saha,0,0,30,11293852
13801676,11,1,Jon Evan Moore,0,0,8,18916768
14357956,23,2,FlappyFive,0,0,0,19616631
2475195,3133,13,Baron Yugovich,101,8,329,2885088
6486389,55,-1,ebere,7,0,13,8665796
11764866,9,0,Anca Mirela Toma,0,0,8,16291482
8281082,51,2,james,5,0,36,11250737
2259429,75,6,bturnip,0,0,14,2608898
6372789,75,-1,pumpkinjuice,9,0,23,8499151
3898856,101,-3,Ani,6,0,18,4830561
5924934,1,0,MikeM,0,0,0,7837431
5997350,31,1,Manojcode,0,0,8,7944400
4027124,19,1,Kerplouz,0,0,0,5010777
8003182,33,2,MBK,1,0,0,10885530
11840002,533,3,eemilk,205,2,60,16391327
1955773,1123,8,Jin,58,2,191,2214878
7649292,39,0,john smith,2,0,11,10371853
5707229,95,2,Pietro Ariano,1,0,26,7512786
3971816,265,1,jjreddick,8,0,53,4932556
3666398,167,8,Ibrewster,7,0,45,4509995
13470355,11,1,razvan12,0,0,0,18490630
1978716,103,4,bigcat,1,0,8,2245169
15544707,1,0,Rui,0,0,0,21142709
4072890,27,0,luofeiyu,0,0,8,5075382
7724878,21,2,palito28,0,0,3,10479411
3691767,105,5,user3691767,1,0,9,4544855
1795244,11503,0,Tzach,733,37,408,2005143
10012211,25,2,Eric Seven,0,0,6,13868226
3915203,135,1,Ned_the_Dolphin,178,0,13,4853511
15288710,1,0,Mr.Luck,0,0,0,20815903
5665409,67,0,Nick,0,0,17,7450431
1137312,257,0,Tom,0,0,33,1156969
13282103,43,2,James Plinkus,5,0,3,8493948
3223756,394,0,samuq,11,2,54,3894298
1133082,67,1,Digger,3,0,11,1151471
9413211,141,-2,Math,69,0,21,13024917
980377,7874,-2,Shankar Cabus,169,19,751,954888
979974,689,0,user979974,5,0,80,954411
1098683,434,0,codeMonkey,282,3,37,1107585
1499040,1749,2,Andrey Glazkov,87,7,92,1622831
1558335,155,2,Stuart Jeckel,41,0,6,1697209
14900772,1,0,OhHaiKai,0,0,2,20314614
3250407,25,0,XaberTheBlade,1,0,7,3932514
1159801,13,1,Manley,0,0,18,1185809
824997,474,8,nilshi,31,3,54,437356
11067209,500,6,Angelo,63,25,93,15339894
9333818,61,0,Xin-Yu Hou,0,0,29,12906744
12625366,113,0,TerrifiedJelly,26,0,13,17419554
2159967,1318,5,Droid,2537,10,377,2480379
3234352,2877,1,Sathya Baman,1059,135,525,3908294
1359224,1,0,Javier,0,0,0,1438333
1395027,954,6,Hoyo,99,1,83,1487001
9399892,9,1,Sushmitha,0,0,4,13005130
15192711,11,1,Christopher Berg Smiet,0,0,0,9142191
1572635,172,0,Martijn Nosyncerror,25,0,26,1715473
1026990,2287,6,uralbash,677,7,115,1015325
12870515,109,3,TheSprinter,23,0,51,8579767
1011513,4978,0,hackartist,467,42,355,995441
12874179,11,1,郭哲瑋,0,0,0,17731742
1253251,542,5,Ofer Helman,79,1,75,1303873
1123624,101,4,ejkt,7,0,18,1139272
13194083,9,1,Rohit Kadam,0,0,35,18140146
1407170,5275,0,sffc,1129,17,499,533893
5480274,107,-1,Oscar Rangel,20,0,66,7173526
2836115,215,1,DeFoG,236,0,23,3378477
10818326,25,2,jsull99,0,0,6,14985695
4858223,121,1,MorboRe',32,0,23,6246543
217500,98,0,Cory,12,0,39,75870
217823,11678,0,JustAMartin,788,6,1281,75990
3676145,181,0,marrock,58,0,15,4523657
9597835,1,-2,MattG31,0,0,0,13294295
5378043,83,0,Renos Bardhis,3,0,45,7017102
7380505,1,0,ashutosh,0,0,0,9975882
3447653,2882,-6,user3447653,93,1,488,4209567
11369294,1,0,Gabriel Lima Barbosa,0,0,7,15756175
3328281,77,0,user3328281,14,0,21,4047464
11316982,149,5,Akshay Godase,9,0,33,15683695
1116021,140,0,Muema,141,0,43,1129636
3315629,935,4,user25976,64,0,420,3880394
7313219,91,0,Daniel Bäck,0,0,83,9875177
11125425,1,-1,Prudence,0,0,2,15421520
13111470,71,-3,nina,0,0,12,18038718
1536976,9359,16,Trilarion,5678,2950,2711,1670427
8490486,20,0,E.Sinclair,0,0,2,11589621
7864071,21,2,Same,0,0,6,10682453
4289010,75,-1,krlk89,5,0,15,5384727
6372056,13,1,Omair Khan,0,0,1,8498080
13424122,11,1,afinaruri,0,0,1,18428379
13504258,13,0,Quinnyboy,0,0,0,18534193
1838064,211,0,living being,30,0,31,2061676
15483019,1,0,Willingtolearn ,0,0,1,18627952
13828914,15,0,alyssa moon,0,0,21,18951269
2503086,3,0,biltron,0,0,5,2920773
895726,303,4,Paul,54,0,52,792198
1050686,121,0,3ka5_cat,7,0,33,1045639
7183373,228,1,Gabriel Ziegler,168,3,60,9682045
9752819,1,0,IodizedSalt,0,0,0,13519017
11628026,45,4,25toLeif,1,0,8,16109350
2370043,245,2,Alex,6,0,25,2750541
7633173,139,-2,Ademir Gotov,15,0,20,10349266
11543212,157,2,suba,14,0,38,15995135
2032220,6174,-4,pynovice,81,15,579,2314941
15601677,15,0,s-klimov,0,0,3,21213613
9942835,1,0,xOm3ga,0,0,1,13776628
4896331,1273,5,user4896331,18,0,101,4666314
518414,461,12,Randall J,0,0,22,674346
517815,23548,4,MrGomez,268,2,6267,244775
12165747,1,0,Greg Cho,0,0,7,13561859
14074085,25,0,MaxTheMinerBoy,5,0,16,19257520
12193736,35,1,shabu shankar,3,0,8,16863484
13690066,1,0,DrNaah,0,0,2,18773808
4242180,534,5,terratunaz,93,0,44,5317949
8221648,1,0,Zartocle,0,0,3,515461
4327000,1,0,Curtis,0,0,2,5438215
13924483,43,0,betagurkeDEV,6,0,7,19070126
12071453,11,0,Edwardss44,0,0,1,16701986
12030116,505,1,iamnabink,532,5,83,16645763
6471969,21,1,user6471969,0,0,4,8644286
4472933,67,1,Jason Lee,0,0,5,5652990
13567466,101,3,Enigmaderockz,15,0,25,18616206
8017677,571,2,ileadall42,156,0,86,10907323
6275371,431,-2,Thanos Smar,6,0,46,8354568
5752368,1,-1,Sly.C,0,0,4,7581923
1687085,23,0,user1687085,0,0,6,1862879
5818295,231,3,jonasus,2,0,9,7678137
1881830,117,3,Teacher Ai,27,0,95,2117969
13424297,1,0,Blablaispurple,0,0,0,18428624
11287858,73,0,David,12,0,23,15645650
11331709,31,3,Masha Ignatenko,0,0,6,15703661
2225050,2881,0,JB_User,51,1,238,2564645
1815710,13418,50,Liondancer,1233,3,1232,2032406
12462568,1094,4,Leockl,138,3,189,17214072
2693334,43,3,visualvidya,0,0,14,3188356
3049535,187,0,Mario Mouris,16,0,43,3659296
265362,383,13,Vitor,4,0,30,97922
12569883,13,1,Ian Saputra,0,0,4,17351481
551577,521,34,KotoroShinoto,1,0,20,264933
2639724,1165,14,Alan Valejo,40,1,114,3119698
4901556,2833,3,RyeGuy,691,8,185,6309555
5069802,2332,1,Rodrigo,285,2,899,6291211
9642,15647,12,Neil C. Obremski,289,4,847,5867
2754764,23,2,user2754764,0,0,2,3271483
390450,808,0,Te-jé Rodgers,58,9,120,166377
11022611,15,1,MichaelK,0,0,1,15277203
1316981,3207,9,GIS-Jonathan,90,5,178,1384719
10897106,517,0,MNK,36,2,193,15099727
12913109,341,2,mightyandweakcoder,56,27,24,17782133
9232907,173,13,Anmol Gautam,0,0,12,12708510
7386715,111,0,jason,5,0,7,9985269
9352337,11,1,program123,0,0,4,12934449
7559961,79,3,fashioncoder,34,0,7,10243274
7133451,63,0,Jarod Jacobs,14,0,11,9608063
3392896,529,3,malte,98,0,56,4136295
1079546,33,2,user1079546,0,0,7,1083127
11217361,47,3,Azuoo,1,0,5,15549101
9245849,39,0,Roberto Demicheli,10,0,17,12728104
36061,3131,3,masher,142,7,247,16515
8891132,23,2,Brett Koenig,0,0,5,12178980
9058591,73,4,Suwan  Wang,2,0,17,12439825
2630261,16226,60,BendEg,1471,70,11609,3107819
6721897,23,0,FallenHero,0,0,11,9020702
338364,649,7,bowlby,1,0,27,135478
786463,770,2,Andre,35,1,78,413050
5140662,21,2,J K,0,0,0,6661812
10543771,156,3,RyanL,0,0,27,14598963
4893248,161,7,Alan Stuart,0,0,6,6297564
2910919,298,3,Mihai Serban,143,1,63,3478206
4549982,118,2,Joseph,13,0,20,5764683
12320458,321,0,Gabriel_D,1,2,27,17030115
4504664,368,0,MoreFoam,151,6,51,5699042
10374800,37,0,My Projects,2,0,14,14362942
12216153,15,-2,Michael Capece,0,0,0,16892873
6511334,29,0,Mari,12,0,24,8701741
14255583,33,0,md598,6,0,9,19486291
13688301,80,-2,DarkFantasy,9,0,29,18771602
4611616,151,0,Lonatico,0,0,11,5853664
14346786,376,1,William Martens,368,0,181,19592785
15778155,13,0,RS_code,0,0,6,21419575
10055861,1,0,Elomack,0,0,1,13926724
8128064,41,0,Iconic,29,0,7,11069336
2279517,1065,6,Dmitry,126,6,57,2634414
6266370,134,2,Samiul,4,0,57,8341068
13267511,11,1,Abhay Jaiswal,0,0,9,18228116
3711671,635,0,user3711671,4,0,63,4572268
5832768,895,3,Rikard Olsson,35,15,130,7699707
3973402,21,0,Asttomore,0,0,4,4934955
2192036,69,0,Sinan Aydın,15,0,7,2521819
7714681,796,8,Emil,131,3,179,10465036
3865425,11,1,user3865425,0,0,1,4784532
13494180,106,0,Jonaswinz,3,0,16,18521193
13646263,23,2,Umar,1,0,5,18717639
1707023,31,2,user1707023,0,0,1,1888250
3931068,992,-1,Jarosław Rewers,39,0,100,4875945
2021270,17,1,Artem,0,0,4,2300962
3965428,17,0,Iulian Radu,0,0,3,4923515
11689708,1,0,Yellin40,0,0,190,16190922
12347954,173,3,Jimmy2027,48,0,15,17065719
2790902,11,1,user2790902,0,0,0,3319349
8684081,1,0,omcairoli,0,0,0,11866722
6715469,75,4,Mimi,22,0,14,9010756
7593304,3,0,Guillaume,0,0,1,10291750
5814181,21,2,Abhisek Gupta,0,0,7,7477571
7792161,115,0,juanman,3,0,16,10577171
13145920,157,4,user13145920,18,0,18,18084706
15385188,13,1,Potato,0,0,1,20941176
11511058,21,0,cq70,0,0,11,15951916
1954460,115,1,altares,0,0,7,2213189
2615248,529,2,S. Tyr,26,1,60,3088582
4724044,63,-1,MGassend,4,0,22,6014798
2809081,51,2,Malcom,8,0,21,3343361
575085,4645,0,ButterDog,614,7,354,279750
5007171,5,0,Matheus Alves,0,0,6,6464737
2684647,19,1,sam,0,0,7,3177069
2829764,4914,18,kuzzooroo,267,0,160,3370439
582782,4417,1,sramij,239,8,205,284586
7057013,59,2,NRD,0,0,13,9492875
3393616,21,-3,user3393616,0,0,6,4137242
7571548,31,3,Schwab,0,0,0,10259817
778470,1384,13,Kamran224,21,3,87,408044
1509421,484,0,SHH,3,0,52,1635928
1695309,41,1,shtefh,4,0,4,1873600
1691950,37,3,YuanZheCSYZ,9,0,7,1869301
15020399,3,0,Mahdi Amirsardari,0,0,5,20469640
11118865,1,0,Marc001,0,0,2,15412482
9346017,37,0,jakebrah,5,0,15,12924920
3520344,43,3,chooptastic,2,0,4,4308599
12806910,13,1,Faayaz Faqerzad,0,0,0,17645355
4709586,679,2,ytomo,12,0,39,5994508
8976564,119,6,Jkiefn1,10,1,68,12302593
8169789,41,4,snella,0,0,5,11129374
2467849,11,0,curiousguy13,0,0,6,2875731
14424186,1,-1,zambonideen,0,0,9,19701550
15771435,76,0,TmGopnik,5,0,4,21411281
10105514,81,3,Teddy,3,0,9,13991644
4338531,11,1,MacDschie,0,0,0,5454745
4612755,688,0,Ezequiel Adrian,566,11,88,5855287
2695387,22079,3,Victor Sigler,3358,67,1599,3191199
10767299,1,0,Zorbey Ulus,0,0,2,14912176
12347368,3,0,Smamorti7,0,0,1,12828365
4897442,263,2,Sajal Jain,8,0,28,6303657
520771,5890,6,neolaser,202,0,325,246554
6886255,117,3,Nirmal,0,0,21,9272837
6925185,3535,4,jottbe,598,24,442,9328817
12673558,11,1,KushCoder,0,0,0,17479359
